Brand,Name,Location,Latitude (generated),Longitude (generated),Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Maruti,Maruti Wagon R VXI BSIII,Chennai,13.09,80.27,2003,101000,Petrol,Manual,Third,17.3,1061,64,5,0.95
Volkswagen,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,13.09,80.27,2009,100970,Diesel,Automatic,First,15.5,1896,105,5,4
Tata,Tata Indica V2 eLS,Chennai,13.09,80.27,2017,100400,Diesel,Manual,First,25,1396,69,5,2.85
Tata,Tata Bolt Quadrajet XE,Hyderabad,17.3667,78.4667,2016,100303,Diesel,Manual,First,22.95,1248,74,5,3.7
Toyota,Toyota Innova Crysta 2.8 GX AT,Ahmedabad,23.03,72.58,2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7,17
Honda,Honda City ZX VTEC,Jaipur,26.9167,75.8667,2006,100173,Petrol,Manual,Second,16.9,1497,100,5,2.4
Tata,Tata Indica V2 eLS,Chennai,13.09,80.27,2015,100073,Diesel,Manual,Second,25,1396,69,5,2
Tata,Tata Indigo CS eVX,Chennai,13.09,80.27,2015,100073,Diesel,Manual,Second,25,1396,69.01,5,2
Tata,Tata Manza Aqua Quadrajet,Jaipur,26.9167,75.8667,2010,100030,Diesel,Manual,Second,18.8,1248,90,5,1.6
Mahindra,Mahindra Scorpio VLX,Mumbai,18.9667,72.8333,2011,100010,Diesel,Manual,Second,12.05,2179,120,8,5.5
Honda,Honda CR-V RVi MT,Jaipur,26.9167,75.8667,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6.5
Ford,Ford Figo Diesel ZXI,Jaipur,26.9167,75.8667,2010,100002,Diesel,Manual,Third,20,1399,68,5,1.28
Skoda,Skoda Octavia RS,Jaipur,26.9167,75.8667,2005,100000,Petrol,Automatic,First,14.45,1984,227,5,2.05
Toyota,Toyota Fortuner 3.0 Diesel,Hyderabad,17.3667,78.4667,2010,100000,Diesel,Manual,First,11.5,2982,171,7,13
Honda,Honda City ZX CVT,Chennai,13.09,80.27,2005,100000,Petrol,Automatic,Third,16.4,1497,78,5,1.96
Honda,Honda City 1.3 EXI S,Delhi,28.7,77.2,2011,100000,Petrol,Manual,First,13,1343,90,5,3.5
BMW,BMW 3 Series 320d Luxury Plus,Ahmedabad,23.03,72.58,2015,100000,Diesel,Automatic,First,18.88,1995,184,5,24.75
Skoda,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,26.9167,75.8667,2009,100000,Diesel,Manual,First,17,1896,105,5,3.11
Ford,Ford Fiesta 1.4 Duratec EXI,Chennai,13.09,80.27,2007,100000,Petrol,Manual,First,16.6,1388,68,5,1.6
Maruti,Maruti Swift Dzire Tour LDI,Kolkata,22.5411,88.3378,2016,100000,Diesel,Manual,First,23.4,1248,74,5,3.5
Chevrolet,Chevrolet Aveo 1.4 LS,Jaipur,26.9167,75.8667,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5,1.4
BMW,BMW 3 Series 320d,Ahmedabad,23.03,72.58,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,10.9
Hyundai,Hyundai i20 Magna,Jaipur,26.9167,75.8667,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,18.5236,73.8478,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,10.25
Maruti,Maruti Alto K10 LXI,Pune,18.5236,73.8478,2012,100000,Petrol,Manual,First,20.92,998,67.1,5,1.8
Tata,Tata Zest Revotron 1.2T XE,Mumbai,18.9667,72.8333,2017,100000,Petrol,Manual,First,17.57,1193,88.7,5,4.25
Hyundai,Hyundai Santa Fe 4WD AT,Pune,18.5236,73.8478,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,14.5
Ford,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,17.3667,78.4667,2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,26.9167,75.8667,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,12
Ford,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,17.3667,78.4667,2016,100000,Diesel,Manual,First,25.83,1498,99,5,5.1
Volvo,Volvo XC60 D5,Hyderabad,17.3667,78.4667,2015,100000,Diesel,Automatic,First,13.5,2400,215,5,32.5
Toyota,Toyota Fortuner 3.0 Diesel,Bangalore,12.9699,77.598,2012,100000,Diesel,Manual,Third,11.5,2982,171,7,16
Nissan,Nissan Micra Diesel XL,Chennai,13.09,80.27,2014,100000,Diesel,Manual,First,23.08,1461,63.1,5,3
Honda,Honda City V MT,Pune,18.5236,73.8478,2013,100000,Petrol,Manual,First,16.8,1497,116.3,5,6.25
Mercedes-Benz,Mercedes-Benz E-Class 280 CDI,Pune,18.5236,73.8478,2009,100000,Diesel,Automatic,First,11,2987,198.5,5,11.5
Toyota,Toyota Innova 2.5 V Diesel 8-seater,Chennai,13.09,80.27,2015,100000,Diesel,Manual,First,12.8,2494,102,8,13.5
Mercedes-Benz,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,18.5236,73.8478,2013,100000,Diesel,Automatic,First,12,2987,224,7,32
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,18.5236,73.8478,2014,100000,Diesel,Automatic,First,14.21,2143,203,5,25
Mahindra,Mahindra Scorpio SLX,Chennai,13.09,80.27,2008,100000,Diesel,Manual,Second,12.7,2609,120,8,4
Hyundai,Hyundai Xcent 1.1 CRDi Base,Mumbai,18.9667,72.8333,2016,100000,Diesel,Manual,First,24.4,1120,71,5,4.5
Maruti,Maruti Swift Ldi BSIII,Bangalore,12.9699,77.598,2008,100000,Diesel,Manual,Second,17.8,1248,75,5,3
Maruti,Maruti Alto LXi,Jaipur,26.9167,75.8667,2011,100000,Petrol,Manual,First,19.7,796,46.3,5,1.5
Mercedes-Benz,Mercedes-Benz E-Class 230,Pune,18.5236,73.8478,2012,100000,Petrol,Automatic,First,10,2496,157.7,5,11.5
Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,18.9667,72.8333,2011,100000,Diesel,Automatic,First,14,2987,224,5,14.41
Toyota,Toyota Fortuner 4x2 AT,Jaipur,26.9167,75.8667,2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,19
Toyota,Toyota Fortuner 3.0 Diesel,Bangalore,12.9699,77.598,2013,100000,Diesel,Manual,Second,11.5,2982,171,7,17.75
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,13.09,80.27,2013,100000,Diesel,Automatic,Second,11.3,2987,254.8,7,38
Ford,Ford Endeavour 3.0L 4X4 AT,Chennai,13.09,80.27,2011,100000,Diesel,Automatic,First,11.4,2953,153.86,7,8.5
Maruti,Maruti Swift Dzire ZDi,Chennai,13.09,80.27,2010,100000,Diesel,Manual,First,19.3,1248,73.9,5,4.5
Hyundai,Hyundai Getz GLS,Jaipur,26.9167,75.8667,2005,100000,Petrol,Manual,Second,15.3,1341,83,5,0.85
Hyundai,Hyundai Xcent 1.1 CRDi S,Jaipur,26.9167,75.8667,2015,100000,Diesel,Manual,First,24.4,1120,71,5,4
Volkswagen,Volkswagen Vento Diesel Trendline,Chennai,13.09,80.27,2011,99807,Diesel,Manual,First,20.54,1598,103.6,5,3.75
Skoda,Skoda Yeti Ambition 4X2,Hyderabad,17.3667,78.4667,2012,99754,Diesel,Manual,First,17.72,1968,108.49,5,7.99
Maruti,Maruti Ritz VDi,Jaipur,26.9167,75.8667,2013,99638,Diesel,Manual,First,23.2,1248,73.94,5,3.11
BMW,BMW 3 Series 320d Highline,Pune,18.5236,73.8478,2011,99606,Diesel,Automatic,Second,16.07,1995,181,5,10.5
Maruti,Maruti Swift ZDi,Hyderabad,17.3667,78.4667,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75
Toyota,Toyota Fortuner 3.0 Diesel,Hyderabad,17.3667,78.4667,2016,99593,Diesel,Manual,First,11.5,2982,171,7,23.5
Honda,Honda City 1.5 EXI AT,Kochi,9.9353,76.2592,2006,99583,Petrol,Automatic,Third,12,1493,100,5,2.21
Tata,Tata Indica Vista Quadrajet VX,Hyderabad,17.3667,78.4667,2013,99500,Diesel,Manual,Second,22.3,1248,74,5,3.05
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,11,76.9667,2016,99362,Diesel,Manual,First,22.54,1396,88.73,5,7.03
Audi,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,23.03,72.58,2009,99100,Petrol,Automatic,Second,9.74,1984,208,5,10
Maruti,Maruti Zen LX,Chennai,13.09,80.27,2002,99024,Petrol,Manual,First,17.3,993,60,5,0.95
Audi,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,18.9667,72.8333,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,12.95
Mahindra,Mahindra Bolero VLX BS IV,Chennai,13.09,80.27,2011,99000,Diesel,Manual,Second,13.6,2523,63,7,4.5
Skoda,Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,17.3667,78.4667,2002,99000,Diesel,Manual,Second,18.7,1896,66,5,1.9
Tata,Tata Indigo LS,Chennai,13.09,80.27,2008,99000,Diesel,Manual,Second,17,1405,70,5,1.6
Toyota,Toyota Fortuner 4x2 Manual,Chennai,13.09,80.27,2015,99000,Diesel,Manual,First,13,2982,168.5,7,20.5
Mahindra,Mahindra Scorpio SLE BSIV,Pune,18.5236,73.8478,2012,99000,Diesel,Manual,Third,12.05,2179,120,8,6
Chevrolet,Chevrolet Optra 1.6 LS,Mumbai,18.9667,72.8333,2004,98798,Petrol,Manual,First,14.7,1599,104,5,1.5
Chevrolet,Chevrolet Beat Diesel PS,Jaipur,26.9167,75.8667,2013,98598,Diesel,Manual,First,25.44,936,57.6,5,1.55
Tata,Tata Bolt Quadrajet XM,Hyderabad,17.3667,78.4667,2017,98500,Diesel,Manual,First,22.95,1248,74,5,6
Honda,Honda City 1.5 EXI,Pune,18.5236,73.8478,2005,98437,Petrol,Manual,First,13,1493,100,5,1.15
Ford,Ford Ikon 1.3 Flair,Pune,18.5236,73.8478,2006,98293,Petrol,Manual,Second,13.8,1299,70,5,1.55
Hyundai,Hyundai Elantra CRDi SX,Jaipur,26.9167,75.8667,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,6.25
Maruti,Maruti Ertiga VXI,Jaipur,26.9167,75.8667,2014,98000,Petrol,Manual,First,16.02,1373,93.7,7,5.5
Hyundai,Hyundai Verna 1.6 SX,Hyderabad,17.3667,78.4667,2011,98000,Diesel,Manual,Second,22.32,1582,126.32,5,5.2
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,22.5411,88.3378,2011,98000,Diesel,Manual,Second,12.8,2494,102,8,5.5
Skoda,Skoda Fabia 1.2 TDI Ambition,Kolkata,22.5411,88.3378,2012,98000,Diesel,Manual,First,20.86,1199,73.9,5,2.51
Honda,Honda CR-V 2.4 MT,Chennai,13.09,80.27,2007,98000,Petrol,Manual,Second,10.8,2354,152,5,4.7
Mahindra,Mahindra Scorpio 1.99 S10,Ahmedabad,23.03,72.58,2016,98000,Diesel,Manual,First,15.4,1997,120,7,11.5
Audi,Audi Q7 3.0 TDI quattro,Hyderabad,17.3667,78.4667,2011,98000,Diesel,Automatic,First,12.07,2967,241.4,7,22
Mercedes-Benz,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,12.9699,77.598,2009,98000,Diesel,Automatic,Second,13.5,2987,282,5,25
Maruti,Maruti Swift ZDi,Bangalore,12.9699,77.598,2014,98000,Diesel,Manual,First,22.9,1248,74,5,6.1
BMW,BMW X3 xDrive 20d Expedition,Pune,18.5236,73.8478,2013,98000,Diesel,Automatic,First,18.56,1995,190,5,17.5
Maruti,Maruti Baleno Alpha 1.3,Jaipur,26.9167,75.8667,2015,98000,Diesel,Manual,First,27.39,1248,74,5,5.5
Nissan,Nissan X-Trail SLX MT,Pune,18.5236,73.8478,2011,98000,Diesel,Manual,First,14.42,1995,147.6,5,8
Honda,Honda Amaze S i-Dtech,Kochi,9.9353,76.2592,2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,4.41
Audi,Audi Q7 45 TDI Quattro Technology,Coimbatore,11,76.9667,2017,97430,Diesel,Automatic,First,14.75,2967,245,7,62.67
Hyundai,Hyundai Getz 1.5 CRDi GVS,Jaipur,26.9167,75.8667,2009,97359,Diesel,Manual,Second,17.1,1493,110,5,1.8
Volkswagen,Volkswagen Vento Petrol Highline AT,Chennai,13.09,80.27,2011,97320,Petrol,Automatic,First,14.4,1598,103.6,5,3.75
Honda,Honda Amaze VX i-DTEC,Hyderabad,17.3667,78.4667,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,4.4
BMW,BMW X6 xDrive 40d M Sport,Ahmedabad,23.03,72.58,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,85
Mahindra,Mahindra XUV300 W8 Diesel,Chennai,13.09,80.27,2012,97000,Diesel,Manual,First,20,1497,115,5,7.25
Hyundai,Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,26.9167,75.8667,2014,97000,Diesel,Automatic,First,22.32,1582,126.32,5,8
Renault,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,26.9167,75.8667,2012,97000,Diesel,Manual,Second,20.45,1461,83.8,5,4.25
Skoda,Skoda Yeti Ambition 4WD,Pune,18.5236,73.8478,2011,97000,Diesel,Manual,First,17.67,1968,138.08,5,6
Toyota,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,18.9667,72.8333,2014,97000,Diesel,Manual,First,12.55,2982,169,7,17.95
Honda,Honda Jazz 1.5 V i DTEC,Pune,18.5236,73.8478,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5,6.4
Mitsubishi,Mitsubishi Cedia Sports,Pune,18.5236,73.8478,2009,97000,Petrol,Manual,First,13.17,1999,114,5,3
Toyota,Toyota Fortuner 4x2 4 Speed AT,Chennai,13.09,80.27,2012,97000,Diesel,Automatic,First,11.5,2982,169,7,16.75
Hyundai,Hyundai Verna SX CRDi AT,Bangalore,12.9699,77.598,2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5,6.5
Maruti,Maruti Ritz VDi,Kolkata,22.5411,88.3378,2012,97000,Diesel,Manual,First,23.2,1248,73.94,5,3
Skoda,Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,9.9353,76.2592,2014,96848,Petrol,Automatic,First,14.3,1598,103.6,5,4.62
Mahindra,Mahindra Scorpio SLE BSIII,Pune,18.5236,73.8478,2010,96813,Diesel,Manual,Second,12.05,2179,120,8,5.5
Hyundai,Hyundai Verna CRDi 1.6 SX,Hyderabad,17.3667,78.4667,2008,96578,Diesel,Manual,First,22,1582,126.2,5,2.5
Maruti,Maruti Swift Dzire Tour LDI,Jaipur,26.9167,75.8667,2014,96000,Diesel,Manual,First,23.4,1248,74,5,4.8
Maruti,Maruti Ritz VDi,Hyderabad,17.3667,78.4667,2012,96000,Diesel,Manual,First,21.1,1248,73.9,5,3.6
Land,Land Rover Freelander 2 HSE,Hyderabad,17.3667,78.4667,2012,96000,Diesel,Automatic,First,12.35,2179,187.74,5,18.98
Maruti,Maruti Alto 800 LXI,Hyderabad,17.3667,78.4667,2015,96000,Petrol,Manual,First,22.74,796,47.3,5,2.5
Ford,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,23.03,72.58,2013,96000,Diesel,Manual,Second,23.5,1498,90,5,3.5
Tata,Tata Indica V2 DLE BSIII,Hyderabad,17.3667,78.4667,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,0.91
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,13.09,80.27,2012,96000,Diesel,Manual,First,12.99,2494,100,7,11.5
BMW,BMW 5 Series 2003-2012 520d,Pune,18.5236,73.8478,2011,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5
Hyundai,Hyundai i10 Sportz 1.2,Pune,18.5236,73.8478,2009,95980,Petrol,Manual,First,20.36,1197,78.9,5,2.25
Honda,Honda City 1.5 S MT,Jaipur,26.9167,75.8667,2011,95936,Petrol,Manual,First,17,1497,118,5,4.1
Ford,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,17.3667,78.4667,2017,95802,Diesel,Manual,Second,25.83,1498,99,5,4.55
Land,Land Rover Range Rover 2.2L Pure,Coimbatore,11,76.9667,2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5,29.67
Hyundai,Hyundai Accent Executive CNG,Hyderabad,17.3667,78.4667,2010,95637,CNG,Manual,Second,13.2,1495,93.7,5,1.9
Volkswagen,Volkswagen Vento Diesel Highline,Pune,18.5236,73.8478,2013,95500,Diesel,Manual,First,20.54,1598,103.6,5,5
Hyundai,Hyundai Santro Xing GLS,Hyderabad,17.3667,78.4667,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Maruti,Maruti Zen LXI,Jaipur,26.9167,75.8667,1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.45
Maruti,Maruti Zen LX,Jaipur,26.9167,75.8667,1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.53
Maruti,Maruti Swift VDI,Jaipur,26.9167,75.8667,2012,95100,Diesel,Manual,First,22.9,1248,74,5,3.75
Hyundai,Hyundai Verna Transform VTVT,Pune,18.5236,73.8478,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,2.5
Skoda,Skoda Superb Elegance 1.8 TSI AT,Mumbai,18.9667,72.8333,2012,95000,Petrol,Automatic,First,13.7,1798,157.75,5,10
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,18.9667,72.8333,2014,95000,Diesel,Manual,Second,12.8,2494,102,8,9.45
Honda,Honda Civic 2006-2010 1.8 V AT,Hyderabad,17.3667,78.4667,2008,95000,Petrol,Automatic,Second,12.9,1799,130,5,3
Nissan,Nissan Sunny 2011-2014 Diesel XL,Pune,18.5236,73.8478,2014,95000,Diesel,Manual,First,21.64,1461,84.8,5,4.5
Volkswagen,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,13.09,80.27,2011,95000,Diesel,Automatic,Second,18.33,1968,167.7,5,8.5
BMW,BMW 5 Series 520d Luxury Line,Ahmedabad,23.03,72.58,2012,95000,Diesel,Automatic,Second,22.48,1995,190,5,17.5
Ford,Ford Figo Diesel Titanium,Pune,18.5236,73.8478,2011,95000,Diesel,Manual,Third,20,1399,68,5,2.35
Honda,Honda City ZX VTEC,Jaipur,26.9167,75.8667,2006,95000,Petrol,Manual,Second,16.9,1497,100,5,2.11
Hyundai,Hyundai Verna 1.6 SX,Bangalore,12.9699,77.598,2014,95000,Diesel,Manual,Second,22.32,1582,126.32,5,6.9
Skoda,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,18.9667,72.8333,2010,95000,Diesel,Manual,Second,17,1896,105,5,3.25
Mahindra,Mahindra XUV500 W8 2WD,Pune,18.5236,73.8478,2012,95000,Diesel,Manual,First,15.1,2179,140,7,7.21
Hyundai,Hyundai i20 Magna,Chennai,13.09,80.27,2010,95000,Petrol,Manual,Second,18.5,1197,80,5,2.8
Honda,Honda Accord 2.4 AT,Mumbai,18.9667,72.8333,2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,2.85
Toyota,Toyota Fortuner 4x4 AT,Chennai,13.09,80.27,2015,95000,Diesel,Automatic,First,12.55,2982,168.5,7,19.6
Honda,Honda Accord 2.4 MT,Coimbatore,11,76.9667,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58
Hyundai,Hyundai Verna CRDi SX,Pune,18.5236,73.8478,2012,94900,Diesel,Manual,First,16.8,1493,110,5,5.35
Ford,Ford Fiesta 1.6 ZXi Leather,Chennai,13.09,80.27,2008,94873,Petrol,Manual,Second,15.3,1596,101,5,1.85
Maruti,Maruti Swift VDI,Pune,18.5236,73.8478,2012,94868,Diesel,Manual,First,22.9,1248,74,5,4.5
Honda,Honda City 1.5 V MT,Kochi,9.9353,76.2592,2011,94832,Petrol,Manual,First,17,1497,118,5,3.83
Skoda,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,12.9699,77.598,2011,94821,Diesel,Automatic,Second,20,1968,138.1,5,6.75
Maruti,Maruti Alto LX,Hyderabad,17.3667,78.4667,2010,94753,Petrol,Manual,First,19.7,796,46.3,5,1.95
Jaguar,Jaguar XF Diesel,Coimbatore,11,76.9667,2012,94521,Diesel,Automatic,First,14.74,2993,270.9,5,23.19
Hyundai,Hyundai i20 1.4 CRDi Magna,Hyderabad,17.3667,78.4667,2010,94500,Diesel,Manual,Second,21.9,1396,90,5,3.1
Maruti,Maruti Alto LXi BSIII,Chennai,13.09,80.27,2010,94385,Petrol,Manual,Second,19.7,796,46.3,5,1.6
Audi,Audi Q7 3.0 TDI Quattro Premium Plus,Pune,18.5236,73.8478,2009,94000,Diesel,Automatic,Second,12.07,2967,241.4,7,12
Toyota,Toyota Fortuner 4x2 4 Speed AT,Jaipur,26.9167,75.8667,2015,94000,Diesel,Automatic,First,11.5,2982,169,7,20.5
Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,23.03,72.58,2013,94000,Diesel,Manual,First,12.8,2494,102,8,8.85
Honda,Honda CR-V 2.4 AT,Delhi,28.7,77.2,2010,94000,Petrol,Automatic,Second,10.1,2354,152,5,4.8
Hyundai,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,17.3667,78.4667,2009,94000,Diesel,Automatic,First,11.4,1991,142,5,5.25
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,Chennai,13.09,80.27,2012,94000,Diesel,Manual,First,22.07,1199,73.9,5,4.5
BMW,BMW X1 sDrive20d,Ahmedabad,23.03,72.58,2012,94000,Diesel,Automatic,First,17.05,1995,184,5,12.5
Maruti,Maruti Wagon R LX,Pune,18.5236,73.8478,2004,94000,Petrol,Manual,Second,18.9,998,67.1,5,1
Honda,Honda City 1.5 S MT,Chennai,13.09,80.27,2011,93982,Petrol,Manual,First,17,1497,118,5,3.75
Maruti,Maruti Omni 5 Str STD,Coimbatore,11,76.9667,2010,93850,Petrol,Manual,First,14,796,35,5,2.41
Maruti,Maruti Ertiga SHVS VDI,Hyderabad,17.3667,78.4667,2015,93700,Diesel,Manual,First,24.52,1248,88.5,7,7.85
Nissan,Nissan Micra XV D,Chennai,13.09,80.27,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,2.5
Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,9.9353,76.2592,2010,93401,Diesel,Manual,First,23,1396,90,5,3.48
Skoda,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,26.9167,75.8667,2014,93325,Diesel,Manual,Second,17.2,1968,138.1,5,14.45
Ford,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,26.9167,75.8667,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,6.25
Mahindra,Mahindra Xylo H4,Coimbatore,11,76.9667,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85
Volvo,Volvo XC60 D4 SUMMUM,Kochi,9.9353,76.2592,2014,93144,Diesel,Automatic,First,14.7,1984,181,5,17.15
Renault,Renault Duster 85PS Diesel RxL,Chennai,13.09,80.27,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7.1
Mitsubishi,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,18.9667,72.8333,2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6,5.45
Toyota,Toyota Corolla Altis 1.8 G,Mumbai,18.9667,72.8333,2010,93000,Petrol,Manual,First,14.28,1798,138.03,5,4.5
Maruti,Maruti Wagon R VXI,Pune,18.5236,73.8478,2002,93000,Petrol,Manual,Third,18.9,998,67.1,5,1
Honda,Honda Civic 2006-2010 1.8 S AT,Pune,18.5236,73.8478,2007,93000,Petrol,Automatic,Second,12.9,1799,130,5,2.6
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,17.3667,78.4667,2010,93000,Diesel,Automatic,Second,14.21,2143,203,5,17.5
Hyundai,Hyundai Verna 1.4 EX,Hyderabad,17.3667,78.4667,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,5.55
Skoda,Skoda Rapid 1.6 TDI Elegance,Hyderabad,17.3667,78.4667,2013,93000,Diesel,Manual,First,20.5,1598,103.5,5,5
Tata,Tata Safari Storme 2012-2015 VX,Hyderabad,17.3667,78.4667,2014,93000,Diesel,Manual,First,14,2179,138.1,7,8.25
BMW,BMW 5 Series 525d Sedan,Hyderabad,17.3667,78.4667,2013,93000,Diesel,Automatic,First,16.73,2993,218,5,26.5
Hyundai,Hyundai Creta 1.6 SX Option Diesel,Bangalore,12.9699,77.598,2016,93000,Diesel,Manual,First,20.5,1582,126.2,5,10.8
Mahindra,Mahindra Logan Petrol 1.4 GLE,Mumbai,18.9667,72.8333,2010,93000,Petrol,Manual,First,15.7,1390,75,5,1.5
Mercedes-Benz,Mercedes-Benz R-Class R350 4Matic Long,Pune,18.5236,73.8478,2010,93000,Petrol,Automatic,Second,11.8,3498,272,7,15
Ford,Ford Figo Diesel ZXI,Coimbatore,11,76.9667,2015,92885,Diesel,Manual,First,20,1399,68,5,3.56
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,11,76.9667,2015,92708,Diesel,Manual,First,22.7,1498,89.84,5,7.48
Mercedes-Benz,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,11,76.9667,2012,92469,Diesel,Automatic,Second,19.71,2143,201.15,5,16.14
Maruti,Maruti Baleno LXI,Hyderabad,17.3667,78.4667,2005,92450,Petrol,Manual,First,15.4,1590,94,5,1.2
Hyundai,Hyundai i20 Sportz 1.2,Delhi,28.7,77.2,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5,3.65
Ford,Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,26.9167,75.8667,2013,92250,Diesel,Manual,Second,22.7,1498,89.84,5,5.75
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,17.3667,78.4667,2014,92247,Diesel,Manual,First,12.99,2494,100.6,7,12.5
Mercedes-Benz,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,9.9353,76.2592,2011,92239,Diesel,Automatic,Second,11.5,2987,210,5,10.6
Volvo,Volvo S80 2006-2013 D5,Chennai,13.09,80.27,2010,92098,Diesel,Automatic,Second,16,2400,215,5,7.25
Toyota,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,11,76.9667,2018,92056,Diesel,Manual,First,13.68,2393,147.8,7,18.39
Ford,Ford Ikon 1.3 CLXi,Hyderabad,17.3667,78.4667,2007,92000,Petrol,Manual,First,13.8,1299,70,5,1.25
Ford,Ford Figo Diesel Titanium,Pune,18.5236,73.8478,2015,92000,Diesel,Manual,First,20,1399,68.05,5,4.25
Honda,Honda Civic 2010-2013 1.8 S MT,Mumbai,18.9667,72.8333,2012,92000,Petrol,Manual,Second,14.8,1799,130.2,5,3.35
Toyota,Toyota Fortuner 3.0 Diesel,Mumbai,18.9667,72.8333,2009,92000,Diesel,Manual,First,11.5,2982,171,7,8.9
Volvo,Volvo V40 Cross Country D3,Pune,18.5236,73.8478,2013,92000,Diesel,Automatic,First,23.3,1984,150,5,16
Mahindra,Mahindra Bolero SLE BSIII,Pune,18.5236,73.8478,2007,92000,Diesel,Manual,First,13.6,2523,63,7,2.7
